id,book_id,location_id,edition,book_format
9795,85,479,2,HARDCOVER
9796,365,370,2,PAPERBACK
9797,354,555,2,PAPERBACK
9798,131,466,3,HARDCOVER
9799,11,398,1,HARDCOVER
9800,171,425,1,PAPERBACK
9801,342,346,1,PAPERBACK
9802,388,400,2,PAPERBACK
9803,241,399,1,HARDCOVER
9804,173,476,2,PAPERBACK
9805,433,560,2,PAPERBACK
9806,433,335,1,PAPERBACK
9807,476,407,1,HARDCOVER
9808,132,432,2,PAPERBACK
9809,358,397,1,PAPERBACK
9810,457,440,2,HARDCOVER
9811,128,530,1,PAPERBACK
9812,157,518,2,PAPERBACK
9813,124,527,2,HARDCOVER
9814,454,572,1,HARDCOVER
9815,115,371,3,PAPERBACK
9816,450,499,1,HARDCOVER
9817,463,541,1,HARDCOVER
9818,354,334,2,HARDCOVER
9819,478,530,1,HARDCOVER
9820,238,457,1,HARDCOVER
9821,481,359,1,PAPERBACK
9822,358,554,2,PAPERBACK
9823,275,553,1,HARDCOVER
9824,391,530,2,PAPERBACK
9825,13,509,3,HARDCOVER
9826,291,516,1,HARDCOVER
9827,161,352,1,PAPERBACK
9828,24,490,2,PAPERBACK
9829,10,464,2,PAPERBACK
9830,426,526,3,HARDCOVER
9831,271,501,2,HARDCOVER
9832,101,466,1,HARDCOVER
9833,210,538,2,HARDCOVER
9834,84,528,2,HARDCOVER
9835,162,520,1,HARDCOVER
9836,306,387,1,HARDCOVER
9837,287,555,1,PAPERBACK
9838,182,456,1,HARDCOVER
9839,86,432,1,HARDCOVER
9840,25,434,1,PAPERBACK
9841,89,492,1,PAPERBACK
9842,147,468,1,PAPERBACK
9843,267,320,1,PAPERBACK
9844,91,497,1,PAPERBACK
9845,372,455,1,PAPERBACK
9846,494,456,1,HARDCOVER
9847,497,455,2,HARDCOVER
9848,437,537,2,PAPERBACK
9849,52,418,1,HARDCOVER
9850,442,490,1,PAPERBACK
9851,438,407,1,HARDCOVER
9852,299,565,1,PAPERBACK
9853,142,527,1,PAPERBACK
9854,293,387,2,HARDCOVER
9855,254,557,1,HARDCOVER
9856,183,479,1,HARDCOVER
9857,116,425,2,PAPERBACK
9858,128,456,2,HARDCOVER
9859,272,356,3,PAPERBACK
9860,73,502,2,PAPERBACK
9861,358,323,2,PAPERBACK
9862,258,500,2,PAPERBACK
9863,400,342,1,PAPERBACK
9864,467,325,1,PAPERBACK
9865,9,474,1,HARDCOVER
9866,139,319,2,PAPERBACK
9867,143,476,2,HARDCOVER
9868,133,551,2,HARDCOVER
9869,271,471,1,HARDCOVER
9870,122,508,2,PAPERBACK
9871,263,440,1,PAPERBACK
9872,409,417,2,HARDCOVER
9873,8,337,2,PAPERBACK
9874,229,543,1,PAPERBACK
9875,426,376,1,HARDCOVER
9876,103,352,3,PAPERBACK
9877,272,422,2,HARDCOVER
9878,109,492,1,PAPERBACK
9879,162,359,2,HARDCOVER
9880,312,502,1,PAPERBACK
9881,271,464,2,PAPERBACK
9882,330,344,2,PAPERBACK
9883,432,473,2,PAPERBACK
9884,217,566,3,HARDCOVER
9885,146,521,1,HARDCOVER
9886,10,476,2,PAPERBACK
9887,28,574,3,HARDCOVER
9888,123,507,2,HARDCOVER
9889,374,368,2,HARDCOVER
9890,254,438,1,PAPERBACK
9891,423,509,2,PAPERBACK
9892,265,340,2,HARDCOVER
9893,259,368,1,PAPERBACK
9894,153,569,1,HARDCOVER
9895,167,410,1,PAPERBACK
9896,281,396,3,PAPERBACK
9897,452,456,2,PAPERBACK
9898,434,502,1,HARDCOVER
9899,217,499,2,PAPERBACK
9900,37,480,1,PAPERBACK
9901,491,392,1,PAPERBACK
9902,101,325,1,HARDCOVER
9903,107,518,2,PAPERBACK
9904,22,570,1,PAPERBACK
9905,150,467,1,PAPERBACK
9906,425,380,2,PAPERBACK
9907,361,544,2,HARDCOVER
9908,448,362,2,HARDCOVER
9909,210,559,2,HARDCOVER
9910,90,343,1,PAPERBACK
9911,154,375,1,HARDCOVER
9912,401,333,2,HARDCOVER
9913,412,511,1,PAPERBACK
9914,158,513,1,HARDCOVER
9915,452,338,1,HARDCOVER
9916,466,563,2,PAPERBACK
9917,141,419,3,PAPERBACK
9918,495,388,1,PAPERBACK
9919,329,396,3,PAPERBACK
9920,429,385,3,HARDCOVER
9921,175,519,1,HARDCOVER
9922,302,526,1,HARDCOVER
9923,224,523,1,PAPERBACK
9924,41,454,1,PAPERBACK
9925,73,536,1,HARDCOVER
9926,387,368,1,HARDCOVER
9927,384,366,2,HARDCOVER
9928,339,517,2,PAPERBACK
9929,377,404,2,HARDCOVER
9930,448,540,1,HARDCOVER
9931,474,334,1,PAPERBACK
9932,280,457,2,HARDCOVER
9933,341,412,1,PAPERBACK
9934,351,505,2,PAPERBACK
9935,38,500,2,PAPERBACK
9936,179,430,1,PAPERBACK
9937,387,371,1,PAPERBACK
9938,454,361,1,HARDCOVER
9939,369,421,1,PAPERBACK
9940,89,344,2,PAPERBACK
9941,395,406,1,PAPERBACK
9942,382,426,2,HARDCOVER
9943,155,473,1,PAPERBACK
9944,34,428,1,HARDCOVER
9945,443,495,1,PAPERBACK
9946,279,553,1,HARDCOVER
9947,216,523,1,HARDCOVER
9948,392,528,3,HARDCOVER
9949,61,499,1,HARDCOVER
9950,166,348,2,PAPERBACK
9951,251,350,1,PAPERBACK
9952,47,465,1,HARDCOVER
9953,53,347,3,HARDCOVER
9954,412,317,2,HARDCOVER
9955,294,316,1,HARDCOVER
9956,451,503,1,PAPERBACK
9957,217,338,2,HARDCOVER
9958,284,453,2,PAPERBACK
9959,344,418,1,PAPERBACK
9960,386,373,1,PAPERBACK
9961,499,550,2,PAPERBACK
9962,261,506,1,HARDCOVER
9963,395,567,1,PAPERBACK
9964,244,397,2,HARDCOVER
9965,88,518,2,HARDCOVER
9966,308,423,2,PAPERBACK
9967,454,331,1,HARDCOVER
9968,150,328,1,PAPERBACK
9969,448,486,1,HARDCOVER
9970,365,378,1,PAPERBACK
9971,40,424,1,PAPERBACK
9972,331,363,1,HARDCOVER
9973,462,479,2,HARDCOVER
9974,13,546,2,PAPERBACK
9975,362,439,2,PAPERBACK
9976,349,352,1,PAPERBACK
9977,349,475,1,PAPERBACK
9978,328,525,2,PAPERBACK
9979,58,450,1,PAPERBACK
9980,264,348,1,HARDCOVER
9981,147,470,2,HARDCOVER
9982,476,442,1,HARDCOVER
9983,77,320,1,PAPERBACK
9984,463,424,1,HARDCOVER
9985,313,438,2,PAPERBACK
9986,412,482,1,PAPERBACK
9987,83,329,2,HARDCOVER
9988,60,483,1,PAPERBACK
9989,329,493,1,PAPERBACK
9990,41,333,1,PAPERBACK
9991,153,398,2,HARDCOVER
9992,296,377,2,PAPERBACK
9993,203,520,2,HARDCOVER
9994,355,446,1,HARDCOVER
9995,229,451,2,PAPERBACK
9996,324,397,2,PAPERBACK
9997,90,431,1,HARDCOVER
9998,333,323,2,PAPERBACK
9999,449,556,1,PAPERBACK
10000,406,454,2,PAPERBACK
10001,419,468,1,PAPERBACK
10002,254,545,2,HARDCOVER
10003,398,365,2,HARDCOVER
10004,487,555,2,HARDCOVER
10005,388,318,3,HARDCOVER
10006,326,565,1,HARDCOVER
10007,80,551,1,PAPERBACK
10008,149,514,1,HARDCOVER
10009,336,501,2,PAPERBACK
10010,294,469,2,PAPERBACK
10011,286,533,1,HARDCOVER
10012,173,514,1,HARDCOVER
10013,345,336,1,PAPERBACK
10014,322,338,2,PAPERBACK
10015,315,470,2,PAPERBACK
10016,442,475,1,PAPERBACK
10017,22,437,1,PAPERBACK
10018,443,380,1,HARDCOVER
10019,498,565,1,HARDCOVER
10020,177,435,2,HARDCOVER
10021,272,472,1,HARDCOVER
10022,82,376,2,HARDCOVER
10023,498,394,2,PAPERBACK
10024,244,530,1,HARDCOVER
10025,361,488,1,PAPERBACK
10026,425,522,2,PAPERBACK
10027,476,524,2,HARDCOVER
10028,172,377,1,HARDCOVER
10029,461,361,1,HARDCOVER
10030,196,362,1,PAPERBACK
10031,478,383,2,HARDCOVER
10032,268,342,1,PAPERBACK
10033,499,468,1,PAPERBACK
10034,88,500,2,HARDCOVER
10035,203,423,1,HARDCOVER
10036,75,468,1,PAPERBACK
10037,219,486,1,HARDCOVER
10038,230,404,2,PAPERBACK
10039,374,525,1,PAPERBACK
10040,429,433,1,HARDCOVER
10041,9,433,1,PAPERBACK
10042,19,548,2,PAPERBACK
10043,291,458,1,HARDCOVER
10044,423,469,1,PAPERBACK
10045,288,455,1,PAPERBACK
10046,75,528,2,HARDCOVER
10047,494,326,1,PAPERBACK
10048,149,372,1,PAPERBACK
10049,114,471,1,PAPERBACK
10050,394,532,1,HARDCOVER
10051,374,533,2,HARDCOVER
10052,145,377,2,PAPERBACK
10053,220,427,1,HARDCOVER
10054,68,373,2,HARDCOVER
10055,228,555,2,PAPERBACK
10056,32,548,3,HARDCOVER
10057,476,574,2,PAPERBACK
10058,3,346,1,PAPERBACK
10059,416,500,1,HARDCOVER
10060,492,424,1,HARDCOVER
10061,99,373,1,PAPERBACK
10062,242,428,1,HARDCOVER
10063,247,394,1,HARDCOVER
10064,374,565,1,HARDCOVER
10065,4,496,1,HARDCOVER
10066,489,493,1,PAPERBACK
10067,416,335,2,HARDCOVER
10068,223,554,2,HARDCOVER
10069,196,370,1,PAPERBACK
10070,47,411,1,PAPERBACK
10071,13,543,1,PAPERBACK
10072,50,326,1,HARDCOVER
10073,402,354,1,PAPERBACK
10074,481,499,1,HARDCOVER
10075,85,351,1,PAPERBACK
10076,233,317,2,HARDCOVER
10077,83,468,2,PAPERBACK
10078,252,507,1,PAPERBACK
10079,65,567,1,HARDCOVER
10080,65,457,1,PAPERBACK
10081,463,509,2,PAPERBACK
10082,374,362,1,HARDCOVER
10083,367,426,2,HARDCOVER
10084,390,502,1,HARDCOVER
10085,175,473,1,PAPERBACK
10086,4,518,1,HARDCOVER
10087,150,368,2,PAPERBACK
10088,289,365,3,HARDCOVER
10089,320,439,2,HARDCOVER
10090,396,331,2,PAPERBACK
10091,466,491,1,HARDCOVER
10092,260,512,2,PAPERBACK
10093,151,498,1,PAPERBACK
10094,312,447,1,HARDCOVER
10095,231,510,1,HARDCOVER
10096,303,475,1,PAPERBACK
10097,192,516,2,HARDCOVER
10098,272,531,1,HARDCOVER
10099,469,462,1,HARDCOVER
10100,236,438,1,PAPERBACK
10101,160,361,1,HARDCOVER
10102,470,342,1,HARDCOVER
10103,78,416,3,PAPERBACK
10104,377,570,2,HARDCOVER
10105,226,345,1,HARDCOVER
10106,160,385,1,HARDCOVER
10107,99,482,2,HARDCOVER
10108,442,444,2,HARDCOVER
10109,55,354,1,HARDCOVER
10110,19,538,1,PAPERBACK
10111,85,555,2,HARDCOVER
10112,258,542,1,HARDCOVER
10113,90,362,1,PAPERBACK
10114,495,351,3,HARDCOVER
10115,56,499,2,HARDCOVER
10116,454,482,2,PAPERBACK
10117,424,388,2,HARDCOVER
10118,269,524,2,PAPERBACK
10119,212,373,1,HARDCOVER
10120,293,395,2,HARDCOVER
10121,393,346,1,PAPERBACK
10122,116,431,1,PAPERBACK
10123,391,512,2,HARDCOVER
10124,354,410,1,PAPERBACK
10125,64,496,3,PAPERBACK
10126,44,382,1,HARDCOVER
10127,288,434,2,PAPERBACK
10128,354,369,1,HARDCOVER
10129,197,455,3,PAPERBACK
10130,102,464,2,HARDCOVER
10131,462,392,1,HARDCOVER
10132,298,522,2,PAPERBACK
10133,192,479,3,HARDCOVER
10134,113,417,2,PAPERBACK
10135,51,364,1,PAPERBACK
10136,422,445,1,HARDCOVER
10137,417,371,2,PAPERBACK
10138,39,348,2,PAPERBACK
10139,106,515,2,HARDCOVER
10140,459,536,1,HARDCOVER
10141,41,431,1,PAPERBACK
10142,51,501,2,PAPERBACK
10143,17,480,1,PAPERBACK
10144,60,560,2,HARDCOVER
10145,138,439,1,PAPERBACK
10146,216,434,1,HARDCOVER
10147,341,331,1,HARDCOVER
10148,36,529,1,HARDCOVER
10149,340,0,1,HARDCOVER
10150,434,550,1,HARDCOVER
10151,152,356,1,HARDCOVER
10152,187,445,1,HARDCOVER
10153,29,328,1,PAPERBACK
10154,488,559,2,PAPERBACK
10155,193,573,1,PAPERBACK
10156,233,482,1,HARDCOVER
10157,327,393,1,PAPERBACK
10158,155,445,1,PAPERBACK
10159,96,374,1,PAPERBACK
10160,139,397,1,HARDCOVER
10161,292,365,3,PAPERBACK
10162,421,342,2,HARDCOVER
10163,395,390,1,PAPERBACK
10164,59,491,1,HARDCOVER
10165,127,446,2,PAPERBACK
10166,41,399,2,HARDCOVER
10167,444,322,3,PAPERBACK
10168,414,550,1,HARDCOVER
10169,62,555,1,HARDCOVER
10170,299,354,1,HARDCOVER
10171,161,377,1,HARDCOVER
10172,101,424,2,PAPERBACK
10173,192,508,1,PAPERBACK
10174,172,570,1,PAPERBACK
10175,116,403,2,HARDCOVER
10176,231,409,2,PAPERBACK
10177,134,417,1,HARDCOVER
10178,327,452,2,HARDCOVER
10179,155,353,1,HARDCOVER
10180,498,475,1,HARDCOVER
10181,208,383,2,HARDCOVER
10182,443,412,1,HARDCOVER
10183,372,517,2,HARDCOVER
10184,389,367,3,PAPERBACK
10185,65,400,3,PAPERBACK
10186,489,389,1,PAPERBACK
10187,31,517,1,HARDCOVER
10188,410,343,1,PAPERBACK
10189,2,364,2,PAPERBACK
10190,73,352,2,PAPERBACK
10191,315,448,1,PAPERBACK
10192,188,442,1,HARDCOVER
10193,317,559,1,PAPERBACK
10194,55,562,1,HARDCOVER
10195,393,566,2,HARDCOVER
10196,329,390,1,PAPERBACK
10197,267,389,2,PAPERBACK
10198,268,351,2,PAPERBACK
10199,217,544,1,HARDCOVER
10200,421,389,2,HARDCOVER
10201,288,393,1,PAPERBACK
10202,188,419,2,HARDCOVER
10203,254,470,1,PAPERBACK
10204,443,522,1,HARDCOVER
10205,108,385,1,PAPERBACK
10206,377,352,1,HARDCOVER
10207,13,496,2,HARDCOVER
10208,298,435,1,HARDCOVER
10209,264,532,2,HARDCOVER
10210,423,445,3,PAPERBACK
10211,394,491,2,HARDCOVER
10212,484,409,2,PAPERBACK
10213,458,465,2,HARDCOVER
10214,260,360,3,PAPERBACK
10215,213,375,1,PAPERBACK
10216,439,526,1,HARDCOVER
10217,432,349,1,HARDCOVER
10218,392,501,1,HARDCOVER
10219,21,495,1,PAPERBACK
10220,15,534,1,HARDCOVER
10221,82,377,1,PAPERBACK
10222,315,376,1,HARDCOVER
10223,37,334,2,PAPERBACK
10224,285,462,2,HARDCOVER
10225,148,561,1,HARDCOVER
10226,489,388,1,PAPERBACK
10227,179,482,1,HARDCOVER
10228,32,461,1,PAPERBACK
10229,122,369,3,HARDCOVER
10230,485,412,2,HARDCOVER
10231,458,529,1,HARDCOVER
10232,376,492,2,HARDCOVER
10233,151,325,1,PAPERBACK
10234,320,452,2,HARDCOVER
10235,364,426,1,HARDCOVER
10236,80,350,1,PAPERBACK
10237,366,401,2,HARDCOVER
10238,181,429,1,HARDCOVER
10239,484,417,2,HARDCOVER
10240,96,462,1,PAPERBACK
10241,178,535,2,HARDCOVER
10242,375,559,1,HARDCOVER
10243,242,494,1,HARDCOVER
10244,219,357,1,PAPERBACK
10245,298,455,1,HARDCOVER
10246,448,332,2,HARDCOVER
10247,490,568,1,PAPERBACK
10248,428,0,1,HARDCOVER
10249,65,351,3,HARDCOVER
10250,376,347,1,PAPERBACK
10251,6,495,1,PAPERBACK
10252,394,334,2,PAPERBACK
10253,399,422,2,HARDCOVER
10254,286,362,1,HARDCOVER
10255,449,387,1,HARDCOVER
10256,205,334,1,HARDCOVER
10257,212,524,1,PAPERBACK
10258,491,388,2,HARDCOVER
10259,15,569,1,HARDCOVER
10260,414,533,2,HARDCOVER
10261,23,0,1,HARDCOVER
10262,395,400,2,PAPERBACK
10263,118,523,1,PAPERBACK
10264,258,563,2,HARDCOVER
10265,454,531,1,PAPERBACK
10266,287,473,1,PAPERBACK
10267,269,455,1,PAPERBACK
10268,438,358,1,PAPERBACK
10269,228,463,1,HARDCOVER
10270,451,529,1,PAPERBACK
10271,457,341,1,PAPERBACK
10272,60,320,2,PAPERBACK
10273,211,390,1,PAPERBACK
10274,21,435,1,PAPERBACK
10275,59,507,2,PAPERBACK
10276,23,364,1,HARDCOVER
10277,359,464,2,HARDCOVER
10278,106,559,1,HARDCOVER
10279,12,323,1,PAPERBACK
10280,77,330,1,PAPERBACK
10281,331,447,1,PAPERBACK
10282,40,510,1,HARDCOVER
10283,88,388,1,HARDCOVER
10284,14,482,2,PAPERBACK
10285,207,374,1,HARDCOVER
10286,364,321,2,HARDCOVER
10287,247,525,2,HARDCOVER
10288,89,339,2,HARDCOVER
10289,499,371,2,PAPERBACK
10290,256,480,1,PAPERBACK
10291,270,490,1,PAPERBACK
10292,423,539,1,HARDCOVER
10293,393,520,2,PAPERBACK
10294,424,481,1,HARDCOVER
10295,35,404,2,HARDCOVER
10296,36,432,1,PAPERBACK
10297,160,499,1,HARDCOVER
10298,492,446,1,PAPERBACK
10299,73,570,1,HARDCOVER
10300,240,444,1,HARDCOVER
10301,138,419,2,PAPERBACK
10302,451,367,2,HARDCOVER
10303,466,473,1,HARDCOVER
10304,104,321,2,PAPERBACK
10305,455,399,3,PAPERBACK
10306,362,520,1,PAPERBACK
10307,32,559,1,HARDCOVER
10308,444,397,2,PAPERBACK
10309,488,429,3,HARDCOVER
10310,417,505,1,HARDCOVER
10311,162,482,2,HARDCOVER
10312,167,555,1,PAPERBACK
10313,383,342,2,PAPERBACK
10314,394,483,1,PAPERBACK
10315,94,406,1,HARDCOVER
10316,419,537,1,HARDCOVER
10317,174,426,2,PAPERBACK
10318,211,426,1,HARDCOVER
10319,47,328,1,HARDCOVER
10320,185,416,1,HARDCOVER
10321,439,328,1,HARDCOVER
10322,237,442,1,HARDCOVER
10323,111,549,1,HARDCOVER
10324,161,387,1,HARDCOVER
10325,45,529,2,PAPERBACK
10326,172,529,2,HARDCOVER
10327,479,459,2,HARDCOVER
10328,83,370,1,HARDCOVER
10329,98,336,2,HARDCOVER
10330,361,360,2,PAPERBACK
10331,109,455,1,PAPERBACK
10332,474,316,2,HARDCOVER
10333,71,338,1,PAPERBACK
10334,461,522,1,PAPERBACK
10335,396,443,1,PAPERBACK
10336,136,461,1,HARDCOVER
10337,446,570,2,PAPERBACK
10338,13,493,2,HARDCOVER
10339,400,406,1,HARDCOVER
10340,404,447,2,PAPERBACK
10341,314,436,2,PAPERBACK
10342,214,394,1,HARDCOVER
10343,119,479,2,HARDCOVER
10344,358,361,2,HARDCOVER
10345,265,418,1,HARDCOVER
10346,165,513,2,HARDCOVER
10347,467,507,1,PAPERBACK
10348,120,322,3,PAPERBACK
10349,247,376,1,PAPERBACK
10350,32,379,2,PAPERBACK
10351,266,533,1,HARDCOVER
10352,161,404,1,HARDCOVER
10353,66,320,2,HARDCOVER
10354,435,395,1,PAPERBACK
10355,210,567,3,PAPERBACK
10356,107,421,2,PAPERBACK
10357,131,417,1,PAPERBACK
10358,252,330,2,PAPERBACK
10359,421,543,1,PAPERBACK
10360,257,508,2,PAPERBACK
10361,191,413,1,HARDCOVER
10362,240,403,2,PAPERBACK
10363,125,423,2,PAPERBACK
10364,375,421,1,HARDCOVER
10365,266,454,2,PAPERBACK
10366,233,554,1,HARDCOVER
10367,355,518,1,HARDCOVER
10368,397,432,1,PAPERBACK
10369,183,410,1,HARDCOVER
10370,496,553,2,HARDCOVER
10371,277,445,2,PAPERBACK
10372,236,377,1,HARDCOVER
10373,302,464,2,HARDCOVER
10374,368,443,2,PAPERBACK
10375,306,411,1,HARDCOVER
10376,387,447,1,PAPERBACK
10377,151,330,1,HARDCOVER
10378,26,515,2,PAPERBACK
10379,42,355,1,PAPERBACK
10380,369,542,2,PAPERBACK
10381,52,419,1,PAPERBACK
10382,444,326,1,PAPERBACK
10383,488,318,1,PAPERBACK
10384,183,392,1,HARDCOVER
10385,311,488,3,HARDCOVER
10386,9,531,2,PAPERBACK
10387,216,455,1,PAPERBACK
10388,172,408,2,HARDCOVER
10389,53,393,1,PAPERBACK
10390,34,476,1,HARDCOVER
10391,373,389,2,PAPERBACK
10392,265,499,2,HARDCOVER
10393,461,382,1,HARDCOVER
10394,235,322,2,HARDCOVER
10395,416,507,2,PAPERBACK
10396,126,428,2,PAPERBACK
10397,104,484,1,HARDCOVER
10398,325,505,1,PAPERBACK
10399,357,569,2,HARDCOVER
10400,42,485,2,HARDCOVER
10401,112,552,1,PAPERBACK
10402,471,317,1,PAPERBACK
10403,482,323,2,HARDCOVER
10404,211,460,2,HARDCOVER
10405,269,359,1,PAPERBACK
10406,322,336,1,HARDCOVER
10407,51,467,2,HARDCOVER
10408,163,526,1,HARDCOVER
10409,129,364,1,HARDCOVER
10410,319,438,1,PAPERBACK
10411,438,524,1,PAPERBACK
10412,151,532,2,HARDCOVER
10413,82,404,1,HARDCOVER
10414,264,460,1,PAPERBACK
10415,412,522,2,HARDCOVER
10416,15,573,2,HARDCOVER
10417,321,386,1,HARDCOVER
10418,9,430,2,HARDCOVER
10419,235,499,1,HARDCOVER
10420,18,468,2,PAPERBACK
10421,324,522,1,PAPERBACK
10422,410,501,1,PAPERBACK
10423,259,464,2,HARDCOVER
10424,361,572,1,HARDCOVER
10425,177,489,1,HARDCOVER
10426,461,512,1,PAPERBACK
10427,376,322,2,PAPERBACK
10428,132,408,1,HARDCOVER
10429,474,563,1,HARDCOVER
10430,55,364,2,PAPERBACK
10431,2,525,1,HARDCOVER
10432,87,512,1,PAPERBACK
10433,118,561,1,HARDCOVER
10434,425,561,1,HARDCOVER
10435,253,384,1,HARDCOVER
10436,304,362,1,HARDCOVER
10437,398,516,3,PAPERBACK
10438,352,555,1,PAPERBACK
10439,48,529,2,PAPERBACK
10440,145,384,1,PAPERBACK
10441,305,347,1,HARDCOVER
10442,421,321,1,HARDCOVER
10443,227,490,1,PAPERBACK
10444,187,504,2,PAPERBACK
10445,386,345,1,HARDCOVER
10446,111,359,2,HARDCOVER
10447,459,354,2,HARDCOVER
10448,114,550,1,HARDCOVER
10449,407,508,1,PAPERBACK
10450,353,485,1,HARDCOVER
10451,204,401,1,HARDCOVER
10452,227,547,1,HARDCOVER
10453,184,411,1,PAPERBACK
10454,79,394,1,PAPERBACK
10455,376,380,1,PAPERBACK
10456,350,520,1,HARDCOVER
10457,76,401,1,HARDCOVER
10458,117,567,1,HARDCOVER
10459,222,555,2,PAPERBACK
10460,280,507,2,PAPERBACK
10461,453,342,1,PAPERBACK
10462,431,359,1,PAPERBACK
10463,175,479,1,HARDCOVER
10464,248,325,1,HARDCOVER
10465,373,510,1,HARDCOVER
10466,401,502,3,PAPERBACK
10467,335,385,2,HARDCOVER
10468,24,467,1,PAPERBACK
10469,350,319,1,HARDCOVER
10470,263,508,2,PAPERBACK
10471,222,481,2,HARDCOVER
10472,254,535,2,PAPERBACK
10473,437,478,1,PAPERBACK
10474,286,437,2,HARDCOVER
10475,77,555,2,HARDCOVER
10476,44,522,1,PAPERBACK
10477,133,392,1,HARDCOVER
10478,5,487,2,HARDCOVER
10479,99,355,1,HARDCOVER
10480,445,472,3,HARDCOVER
10481,477,336,2,HARDCOVER
10482,412,336,2,PAPERBACK
10483,203,422,3,PAPERBACK
10484,328,425,1,HARDCOVER
10485,312,478,2,PAPERBACK
10486,385,542,2,PAPERBACK
10487,476,383,1,PAPERBACK
10488,110,496,1,PAPERBACK
10489,439,448,2,HARDCOVER
10490,167,543,1,PAPERBACK
10491,182,544,1,PAPERBACK
10492,375,473,2,PAPERBACK
10493,398,460,1,PAPERBACK
10494,371,322,2,HARDCOVER
10495,436,564,1,PAPERBACK
10496,361,517,1,PAPERBACK
10497,207,500,2,HARDCOVER
10498,252,392,1,HARDCOVER
10499,488,388,1,HARDCOVER
10500,276,404,2,HARDCOVER
10501,395,327,1,HARDCOVER
10502,263,542,1,HARDCOVER
10503,467,353,1,PAPERBACK
10504,462,421,1,PAPERBACK
10505,125,455,3,HARDCOVER
10506,115,490,2,HARDCOVER
10507,455,550,1,PAPERBACK
10508,77,508,2,PAPERBACK
10509,154,370,2,PAPERBACK
10510,293,368,2,PAPERBACK
10511,381,452,1,HARDCOVER
10512,191,359,2,PAPERBACK
10513,30,338,1,HARDCOVER
10514,32,445,1,PAPERBACK
10515,375,458,1,HARDCOVER
10516,18,376,1,HARDCOVER
10517,462,410,2,PAPERBACK
10518,422,496,2,HARDCOVER
10519,469,424,1,HARDCOVER
10520,408,412,1,PAPERBACK
10521,337,546,1,PAPERBACK
10522,88,567,2,HARDCOVER
10523,369,440,2,HARDCOVER
10524,231,559,2,PAPERBACK
10525,52,397,1,PAPERBACK
10526,340,444,2,HARDCOVER
10527,89,413,2,PAPERBACK
10528,175,477,1,PAPERBACK
10529,406,494,1,HARDCOVER
10530,490,357,1,HARDCOVER
10531,158,511,1,PAPERBACK
10532,133,353,2,PAPERBACK
10533,383,546,1,HARDCOVER
10534,489,341,3,PAPERBACK
10535,319,447,3,PAPERBACK
10536,81,459,1,HARDCOVER
10537,385,451,1,HARDCOVER
10538,185,537,2,PAPERBACK
10539,435,431,1,PAPERBACK
10540,63,446,1,HARDCOVER
10541,40,563,2,HARDCOVER
10542,24,545,1,PAPERBACK
10543,281,396,2,HARDCOVER
10544,474,321,1,PAPERBACK
10545,206,545,2,HARDCOVER
10546,334,509,1,HARDCOVER
10547,173,475,1,PAPERBACK
10548,297,335,3,PAPERBACK
10549,389,425,1,PAPERBACK
10550,3,522,2,PAPERBACK
10551,412,346,1,PAPERBACK
10552,452,405,1,HARDCOVER
10553,165,419,2,PAPERBACK
10554,60,504,1,HARDCOVER
10555,369,541,1,HARDCOVER
10556,396,452,1,PAPERBACK
10557,322,522,1,PAPERBACK
10558,416,560,1,HARDCOVER
10559,193,572,1,HARDCOVER
10560,277,341,1,HARDCOVER
10561,411,441,1,PAPERBACK
10562,88,415,1,HARDCOVER
10563,42,385,2,HARDCOVER
10564,457,327,1,HARDCOVER
10565,3,380,1,PAPERBACK
10566,464,521,2,PAPERBACK
10567,317,516,1,HARDCOVER
10568,4,369,3,PAPERBACK
10569,47,570,1,HARDCOVER
10570,118,455,1,HARDCOVER
10571,198,462,2,PAPERBACK
10572,231,424,2,PAPERBACK
10573,497,566,1,PAPERBACK
10574,326,427,2,HARDCOVER
10575,364,510,1,PAPERBACK
10576,84,494,1,PAPERBACK
10577,299,476,2,PAPERBACK
10578,261,349,1,PAPERBACK
10579,151,510,1,PAPERBACK
10580,271,570,3,PAPERBACK
10581,193,456,1,HARDCOVER
10582,266,357,2,HARDCOVER
10583,459,521,2,PAPERBACK
10584,423,477,3,HARDCOVER
10585,470,542,1,PAPERBACK
10586,63,508,2,HARDCOVER
10587,51,362,2,PAPERBACK
10588,264,507,3,PAPERBACK
10589,70,356,1,HARDCOVER
10590,202,508,1,PAPERBACK
10591,139,412,2,PAPERBACK
10592,404,337,2,PAPERBACK
10593,92,332,2,PAPERBACK
10594,312,557,2,HARDCOVER
10595,499,467,2,HARDCOVER
10596,446,570,1,HARDCOVER
10597,498,384,2,HARDCOVER
10598,16,573,2,PAPERBACK
10599,273,482,2,HARDCOVER
10600,335,549,2,PAPERBACK
10601,279,434,2,HARDCOVER
10602,73,332,1,PAPERBACK
10603,261,532,1,HARDCOVER
10604,213,367,2,HARDCOVER
10605,74,337,1,PAPERBACK
10606,286,562,1,PAPERBACK
10607,7,522,1,PAPERBACK
10608,317,320,1,HARDCOVER
10609,258,321,1,HARDCOVER
10610,422,396,1,HARDCOVER
10611,185,425,1,HARDCOVER
10612,65,349,1,HARDCOVER
10613,359,537,2,HARDCOVER
10614,417,476,2,HARDCOVER
10615,310,391,1,HARDCOVER
10616,227,565,2,PAPERBACK
