,user_id,book_id,rating
13805,1104,397,3
13806,1267,291,1
13807,1157,490,2
13808,1632,394,3
13809,1956,50,3
13810,466,62,4
13811,95,245,4
13812,429,386,4
13813,520,370,1
13814,1804,59,3
13815,1155,275,1
13816,563,300,2
13817,1005,464,1
13818,697,456,1
13819,179,237,2
13820,947,400,3
13821,940,377,2
13822,1999,400,5
13823,1753,52,3
13824,1873,196,3
13825,1947,30,5
13826,1825,45,3
13827,201,262,2
13828,997,74,5
13829,6,62,2
13830,1389,103,1
13831,400,424,1
13832,80,471,4
13833,1161,355,1
13834,228,341,4
13835,1623,459,5
13836,807,157,3
13837,402,25,4
13838,1837,408,3
13839,734,253,4
13840,407,155,1
13841,212,363,1
13842,704,173,1
13843,24,82,4
13844,1937,2,1
13845,731,361,3
13846,1959,62,4
13847,432,289,2
13848,1995,496,2
13849,1164,489,1
13850,46,445,1
13851,940,96,4
13852,1316,441,2
13853,920,448,5
13854,831,218,3
13855,560,254,2
13856,427,297,5
13857,1576,466,2
13858,869,313,4
13859,379,87,3
13860,1189,186,4
13861,1323,357,2
13862,796,404,4
13863,1386,454,5
13864,1412,430,4
13865,511,367,2
13866,1814,73,3
13867,1765,222,3
13868,1832,256,3
13869,73,216,4
13870,476,360,1
13871,279,30,1
13872,987,178,3
13873,1263,31,1
13874,1487,235,2
13875,1642,180,3
13876,1839,132,3
13877,722,231,4
13878,920,272,4
13879,200,163,4
13880,301,120,2
13881,279,243,3
13882,1721,286,2
13883,1912,57,5
13884,1508,3,5
13885,211,496,1
13886,1224,275,1
13887,1760,289,2
13888,1658,481,3
13889,623,471,2
13890,1188,89,5
13891,1970,142,1
13892,746,289,5
13893,1422,147,5
13894,1352,182,5
13895,93,32,5
13896,1172,263,4
13897,1140,218,1
13898,1060,496,5
13899,1296,67,2
13900,646,190,1
13901,214,161,5
13902,1489,43,2
13903,1763,210,3
13904,1693,127,3
13905,1011,126,3
13906,867,433,4
13907,190,168,4
13908,1215,144,4
13909,681,455,2
13910,331,7,1
13911,1119,304,1
13912,807,207,2
13913,1527,374,4
13914,1449,426,1
13915,343,461,3
13916,739,270,5
13917,1132,361,4
13918,740,192,5
13919,476,450,2
13920,988,378,3
13921,726,210,3
13922,547,379,1
13923,1119,91,4
13924,675,407,1
13925,267,468,3
13926,230,155,4
13927,744,306,1
13928,936,34,2
13929,130,346,2
13930,1675,428,2
13931,1748,390,1
13932,227,167,2
13933,833,208,1
13934,545,82,4
13935,167,299,5
13936,1465,137,1
13937,1088,160,5
13938,231,49,2
13939,812,396,2
13940,795,387,3
13941,1092,152,4
13942,1034,335,5
13943,1795,264,1
13944,1195,422,3
13945,1330,169,3
13946,1645,199,3
13947,1733,37,1
13948,1787,422,3
13949,1305,120,2
13950,971,167,4
13951,522,375,5
13952,598,290,5
13953,227,301,4
13954,1101,79,3
13955,900,335,5
13956,578,241,5
13957,1428,174,4
13958,1886,217,4
13959,224,94,4
13960,181,35,2
13961,792,487,1
13962,1325,175,1
13963,1240,32,5
13964,10,120,1
13965,36,161,3
13966,570,219,4
13967,1809,46,4
13968,1834,297,1
13969,883,284,2
13970,1495,31,4
13971,790,301,4
13972,595,441,4
13973,1109,494,1
13974,283,37,2
13975,533,403,4
13976,664,322,5
13977,87,300,3
13978,1409,206,5
13979,1,443,4
13980,1918,121,2
13981,1589,180,5
13982,790,372,4
13983,452,258,3
13984,103,446,3
13985,751,304,1
13986,1938,25,1
13987,317,364,4
13988,308,438,4
13989,620,226,2
13990,1649,146,4
13991,117,232,5
13992,1952,65,5
13993,1018,66,1
13994,1308,153,1
13995,1314,355,3
13996,1520,486,5
13997,1899,402,5
13998,1752,143,5
13999,1033,206,1
14000,1985,121,3
14001,1460,70,3
14002,1055,431,4
14003,1691,306,2
14004,1526,425,1
14005,1585,309,4
14006,257,452,5
14007,693,312,3
14008,636,166,5
14009,701,54,3
14010,240,345,1
14011,588,394,1
14012,1525,274,5
14013,1606,408,5
14014,268,299,4
14015,1789,468,1
14016,1553,141,4
14017,1215,464,3
14018,876,434,1
14019,137,240,1
14020,1565,157,2
14021,1441,495,3
14022,1160,85,5
14023,627,413,3
14024,1551,51,3
14025,1241,433,3
14026,602,487,2
14027,530,302,1
14028,1007,174,3
14029,955,97,3
14030,1323,3,4
14031,425,470,4
14032,955,293,4
14033,1082,279,3
14034,996,169,5
14035,1904,425,3
14036,1429,308,4
14037,1464,104,2
14038,1299,431,1
14039,949,311,5
14040,1312,197,1
14041,171,147,1
14042,68,432,4
14043,1584,144,3
14044,78,114,1
14045,850,464,3
14046,607,197,1
14047,1811,313,5
14048,43,486,5
14049,220,140,1
14050,531,49,1
14051,1609,329,4
14052,1365,305,2
14053,1140,80,1
14054,148,320,3
14055,1601,409,1
14056,926,320,4
14057,1355,222,3
14058,24,494,4
14059,1193,129,2
14060,90,318,3
14061,1548,456,2
14062,652,231,4
14063,67,140,4
14064,670,489,4
14065,1008,361,3
14066,907,218,2
14067,772,413,4
14068,1745,291,2
14069,1150,413,4
14070,643,437,1
14071,1216,350,1
14072,1747,292,3
14073,1393,456,4
14074,1508,66,5
14075,1089,287,4
14076,1592,497,4
14077,1065,212,2
14078,425,202,1
14079,265,314,1
14080,535,444,1
14081,734,351,1
14082,106,389,5
14083,1230,91,5
14084,571,117,1
14085,393,150,4
14086,1641,96,2
14087,1346,181,3
14088,1490,166,1
14089,1337,169,2
14090,265,124,5
14091,352,335,1
14092,1364,446,1
14093,346,26,1
14094,109,322,3
14095,694,239,2
14096,1688,212,5
14097,1500,344,5
14098,878,316,4
14099,1867,438,2
14100,320,133,4
14101,1838,427,4
14102,1015,62,4
14103,1300,320,5
14104,309,179,4
14105,1703,346,4
14106,193,57,3
14107,1366,135,3
14108,358,294,4
14109,90,306,2
14110,294,309,4
14111,919,191,2
14112,955,103,4
14113,1400,446,1
14114,594,103,4
14115,1,101,3
14116,1816,76,2
14117,1331,291,5
14118,79,210,5
14119,164,238,1
14120,1848,325,1
14121,1454,164,2
14122,1591,340,2
14123,1657,478,2
14124,528,371,1
14125,1718,164,1
14126,507,220,5
14127,970,270,5
14128,1499,205,2
14129,328,29,4
14130,1426,180,5
14131,1039,319,2
14132,835,407,1
14133,931,187,2
14134,1119,432,4
14135,1003,133,3
14136,856,488,4
14137,815,80,3
14138,514,5,3
14139,220,264,1
14140,63,210,4
14141,201,260,4
14142,1709,498,1
14143,747,90,3
14144,1706,246,5
14145,556,428,4
14146,1165,202,2
14147,1924,124,2
14148,1276,392,5
14149,1247,311,1
14150,1292,308,4
14151,1488,121,3
14152,1616,340,4
14153,926,223,3
14154,1804,75,4
14155,1269,127,2
14156,1274,1,2
14157,1401,423,4
14158,150,10,2
14159,1726,12,1
14160,1131,213,4
14161,204,109,2
14162,1289,121,5
14163,1386,147,2
14164,1937,310,5
14165,1657,65,2
14166,877,226,3
14167,769,146,3
14168,1729,476,5
14169,244,123,5
14170,847,304,1
14171,1570,478,5
14172,263,248,1
14173,635,324,3
14174,1282,77,1
14175,151,378,3
14176,1325,12,4
14177,38,75,4
14178,830,384,2
14179,827,206,4
14180,1108,43,4
14181,1870,125,4
14182,233,157,4
14183,815,371,5
14184,30,122,4
14185,1855,127,5
14186,1060,214,4
14187,1901,342,4
14188,1784,422,1
14189,919,56,1
14190,586,350,4
14191,1224,341,5
14192,966,332,5
14193,1947,70,3
14194,1083,57,3
14195,274,381,1
14196,1151,476,3
14197,439,203,5
14198,171,247,4
14199,473,49,2
14200,1520,330,2
14201,168,200,4
14202,1101,79,5
14203,1496,173,1
14204,1272,325,5
14205,89,289,3
14206,1197,81,5
14207,1989,433,1
14208,135,268,3
14209,1073,52,5
14210,694,313,2
14211,860,386,2
14212,1478,351,3
14213,1285,148,2
14214,155,81,2
14215,643,400,3
14216,613,324,1
14217,1431,26,1
14218,1423,312,5
14219,894,262,3
14220,734,66,4
14221,1766,90,2
14222,1086,455,4
14223,1255,298,3
14224,1046,211,4
14225,748,387,1
14226,1667,429,3
14227,286,372,1
14228,1631,271,4
14229,380,286,1
14230,1173,443,1
14231,1640,39,3
14232,1316,366,4
14233,1806,269,2
14234,1018,399,1
14235,711,51,2
14236,993,124,3
14237,1368,407,4
14238,547,357,5
14239,1301,105,1
14240,814,220,5
14241,190,78,4
14242,792,405,2
14243,1560,216,1
14244,1248,104,1
14245,915,241,5
14246,498,484,1
14247,671,183,3
14248,1544,400,1
14249,1212,483,3
14250,1205,465,2
14251,963,354,4
14252,1629,426,4
14253,574,260,3
14254,368,263,2
14255,1754,346,1
14256,1836,421,3
14257,706,369,3
14258,812,56,3
14259,114,461,1
14260,1567,217,2
14261,279,2,4
14262,267,164,2
14263,1090,451,5
14264,260,195,3
14265,942,390,1
14266,1239,458,2
14267,223,271,3
14268,1922,198,1
14269,59,242,5
14270,643,179,1
14271,257,149,1
14272,1077,407,3
14273,1857,146,2
14274,366,211,2
14275,1673,33,3
14276,92,340,3
14277,1791,20,5
14278,1545,467,3
14279,1546,197,1
14280,593,388,4
14281,1972,222,3
14282,456,484,3
14283,1494,452,3
14284,1958,340,2
14285,1184,315,2
14286,1756,29,1
14287,283,359,4
14288,1520,185,5
14289,854,386,3
14290,1924,482,4
14291,1883,454,1
14292,945,61,4
14293,1849,459,4
14294,1080,395,3
14295,738,401,1
14296,660,458,3
14297,97,412,4
14298,800,347,2
14299,869,182,4
14300,569,235,4
14301,1976,185,1
14302,1161,108,3
14303,1781,262,5
14304,1969,103,3
14305,1576,232,1
14306,808,407,5
14307,1832,220,3
14308,1606,377,5
14309,899,14,1
14310,1553,187,4
14311,1746,367,4
14312,1537,268,3
14313,885,84,3
14314,9,315,5
14315,213,169,2
14316,315,255,4
14317,276,471,5
14318,1142,341,4
14319,1032,287,2
14320,1211,161,5
14321,73,122,3
14322,354,11,1
14323,221,94,1
14324,97,350,2
14325,198,271,1
14326,253,400,4
14327,37,290,2
14328,1327,337,1
14329,603,499,5
14330,796,412,3
14331,336,33,4
14332,592,464,3
14333,1593,241,2
14334,940,387,2
14335,774,466,5
14336,439,252,4
14337,1350,28,4
14338,1471,24,2
14339,590,317,2
14340,1383,15,5
14341,1578,445,3
14342,196,52,2
14343,1920,36,5
14344,456,65,5
14345,454,161,3
14346,206,283,2
14347,1591,151,1
14348,1204,386,2
14349,599,81,5
14350,122,457,1
14351,1470,201,4
14352,957,302,4
14353,918,395,1
14354,724,360,4
14355,1960,188,5
14356,1607,21,5
14357,1845,128,2
14358,1734,425,4
14359,1676,127,3
14360,254,217,4
14361,386,299,2
14362,34,473,3
14363,1851,363,2
14364,850,82,5
14365,554,165,2
14366,525,358,4
14367,547,156,1
14368,1097,454,4
14369,994,476,3
14370,1366,358,4
14371,1236,97,4
14372,967,351,1
14373,326,156,4
14374,1900,160,2
14375,249,249,2
14376,102,133,2
14377,702,481,3
14378,1737,438,3
14379,325,111,5
14380,1638,108,1
14381,801,337,4
14382,827,65,4
14383,1341,480,3
14384,1916,185,3
14385,1995,59,3
14386,16,435,3
14387,1496,50,1
14388,710,168,4
14389,523,410,3
14390,1384,180,3
14391,1175,243,2
14392,1080,441,2
14393,1690,481,4
14394,429,403,5
14395,1632,389,3
14396,1332,15,1
14397,760,301,3
14398,914,371,2
14399,1539,385,3
14400,667,71,2
14401,827,389,2
14402,741,92,1
14403,1752,435,3
14404,1078,270,2
14405,458,155,1
14406,1836,161,3
14407,159,178,1
14408,1205,310,5
14409,187,270,2
14410,892,64,2
14411,993,49,5
14412,527,264,1
14413,1556,396,4
14414,1085,267,4
14415,1418,194,1
14416,1893,74,2
14417,1732,176,3
14418,1200,38,1
14419,1992,452,4
14420,1351,301,5
14421,1808,96,1
14422,330,458,2
14423,145,89,5
14424,1826,3,2
14425,829,267,2
14426,1338,23,2
14427,818,112,5
14428,978,288,1
14429,500,167,3
14430,1629,340,1
14431,1466,110,2
14432,695,486,5
14433,483,65,4
14434,709,92,4
14435,1646,398,3
14436,825,194,5
14437,1479,312,5
14438,647,93,2
14439,1048,79,5
14440,1379,317,1
14441,296,288,2
14442,145,57,5
14443,1006,67,1
14444,563,333,1
14445,1257,319,3
14446,1010,208,4
14447,563,62,1
14448,863,314,3
14449,1350,356,5
14450,768,75,1
14451,1055,165,3
14452,275,345,2
14453,400,233,4
14454,118,356,3
14455,1352,464,5
14456,221,83,4
14457,809,249,4
14458,1175,79,2
14459,1275,275,5
14460,843,446,5
14461,8,137,4
14462,767,355,4
14463,620,262,2
14464,1295,410,3
14465,430,374,3
14466,692,55,5
14467,1086,108,3
14468,1719,269,3
14469,866,462,4
14470,97,246,2
14471,1389,349,4
14472,1505,319,4
14473,549,239,5
14474,1181,322,4
14475,1625,314,4
14476,362,422,2
14477,319,340,2
14478,1466,315,1
14479,1941,163,2
14480,30,207,3
14481,361,299,1
14482,1218,485,2
14483,1426,399,4
14484,1041,292,5
14485,1349,363,3
14486,1564,426,1
14487,100,138,1
14488,434,317,1
14489,1521,495,2
14490,294,36,4
14491,664,226,2
14492,680,481,5
14493,773,290,2
14494,537,375,5
14495,959,71,3
14496,1561,241,1
14497,1837,121,5
14498,399,390,5
14499,1549,407,5
14500,429,375,1
14501,325,163,4
14502,1981,434,2
14503,1016,76,4
14504,610,391,1
14505,493,361,4
14506,711,119,3
14507,1106,64,3
14508,1953,172,4
14509,851,267,5
14510,1927,179,2
14511,345,416,1
14512,1357,168,3
14513,1485,310,1
14514,951,257,2
14515,653,331,4
14516,949,271,5
14517,1377,223,1
14518,357,198,2
14519,848,393,1
14520,147,42,2
14521,1738,136,1
14522,1333,173,1
14523,1892,441,1
14524,1183,446,5
14525,456,185,4
14526,1426,306,1
14527,762,35,5
14528,810,151,5
14529,1345,300,5
14530,726,473,4
14531,1436,186,1
14532,1434,292,3
14533,1537,394,5
14534,1647,241,5
14535,1944,299,5
14536,1697,382,1
14537,948,25,4
14538,1292,412,5
14539,488,173,1
14540,375,342,1
14541,821,493,1
14542,155,487,5
14543,388,164,4
14544,918,438,1
14545,1952,245,2
14546,1090,377,5
14547,113,42,1
14548,183,308,3
14549,245,488,1
14550,85,217,4
14551,349,122,4
14552,181,372,2
14553,439,297,1
14554,1131,255,2
14555,1824,67,3
14556,1722,457,1
14557,1558,460,5
14558,522,477,2
14559,1182,358,1
14560,225,80,4
14561,507,416,3
14562,1945,29,2
14563,1449,26,5
14564,1914,329,4
14565,622,185,1
14566,1837,204,3
14567,1353,358,4
14568,217,374,3
14569,414,238,5
14570,1062,175,5
14571,791,467,3
14572,1183,410,2
14573,550,132,5
14574,749,407,5
14575,937,390,5
14576,1490,41,4
14577,1927,127,2
14578,791,491,4
14579,1074,284,1
14580,1913,192,4
14581,47,494,4
14582,1783,171,4
14583,1715,137,4
14584,1571,193,1
14585,1214,258,3
14586,1089,372,4
14587,1005,65,3
14588,685,136,3
14589,1484,339,3
14590,1145,222,2
14591,37,459,1
14592,99,319,3
14593,1253,211,1
14594,1664,347,1
14595,191,223,5
14596,1124,440,1
14597,91,372,2
14598,1214,435,3
14599,1345,458,3
14600,484,251,3
14601,840,388,5
14602,145,119,3
14603,663,481,4
14604,482,378,4
14605,1151,490,2
14606,26,246,2
14607,744,147,1
14608,81,141,1
14609,731,85,1
14610,701,120,2
14611,1100,489,5
14612,1649,367,1
14613,115,224,5
14614,1733,73,3
14615,707,231,5
14616,1468,99,2
14617,1179,97,4
14618,1040,346,5
14619,1000,421,4
14620,1374,26,3
14621,78,59,4
14622,140,258,4
14623,1442,460,4
14624,576,184,3
14625,170,45,1
14626,1418,319,3
14627,1803,103,4
14628,645,388,4
14629,1162,242,4
14630,298,305,1
14631,1209,498,5
14632,1936,93,2
14633,1276,78,5
14634,1759,31,2
14635,535,112,3
14636,45,71,2
14637,352,402,5
14638,1620,220,5
14639,533,128,3
14640,1482,109,4
14641,1914,354,3
14642,976,221,3
14643,1989,55,5
14644,1509,158,1
14645,266,107,5
14646,1832,300,3
14647,1878,267,5
14648,720,184,4
14649,178,180,1
14650,1044,373,2
14651,1781,116,2
14652,330,150,3
14653,452,438,4
14654,780,261,2
14655,764,155,4
14656,1402,103,1
14657,211,318,1
14658,1026,77,4
14659,904,273,3
14660,1698,295,5
14661,906,336,3
14662,319,9,5
14663,875,265,2
14664,837,30,4
14665,1906,64,2
14666,1569,83,3
14667,1078,142,4
14668,434,317,4
14669,510,27,5
14670,502,55,2
14671,1876,219,5
14672,872,87,5
14673,276,95,4
14674,76,194,1
14675,1232,88,1
14676,1559,192,1
14677,415,343,4
14678,1241,416,2
14679,1807,291,3
14680,634,200,2
14681,1113,292,3
14682,1592,477,4
14683,524,156,2
14684,539,110,5
14685,1572,448,2
14686,1540,405,1
14687,1214,64,2
14688,208,230,2
14689,289,182,4
14690,1930,11,4
14691,591,447,1
14692,137,246,3
14693,1003,215,3
14694,1701,451,3
14695,74,434,4
14696,1656,287,5
14697,1677,217,4
14698,185,173,2
14699,1470,216,1
14700,1748,287,4
14701,599,259,3
14702,930,484,1
14703,423,117,5
14704,1904,1,5
14705,300,421,2
14706,1281,242,2
14707,787,46,1
14708,290,306,3
14709,996,417,4
14710,1310,376,2
14711,283,466,1
14712,1932,306,4
14713,33,405,5
14714,664,489,5
14715,1165,170,5
14716,611,127,5
14717,1796,38,5
14718,1271,345,1
14719,593,56,4
14720,936,63,1
14721,827,176,1
14722,813,154,2
14723,772,304,4
14724,41,399,2
14725,218,192,1
14726,1946,92,5
14727,241,331,4
14728,479,493,5
14729,1022,123,4
14730,217,49,4
14731,1138,259,2
14732,275,297,4
14733,1638,142,4
14734,1173,155,2
14735,332,77,3
14736,998,327,4
14737,1930,162,4
14738,1405,250,5
14739,836,235,1
14740,1512,238,3
14741,948,367,5
14742,328,498,3
14743,1035,481,5
14744,1921,447,2
14745,164,274,4
14746,768,228,1
14747,1395,498,1
14748,1664,447,5
14749,1413,69,1
14750,1353,184,1
14751,1527,101,1
14752,1694,396,3
14753,325,261,3
14754,237,272,3
14755,901,220,2
14756,578,480,3
14757,702,332,4
14758,1355,226,1
14759,4,485,5
14760,1955,90,2
14761,938,480,3
14762,1207,417,5
14763,1540,467,3
14764,1155,61,1
14765,1708,468,5
14766,53,403,3
14767,817,27,5
14768,820,116,3
14769,1391,67,2
14770,663,36,3
14771,96,378,2
14772,1380,226,4
14773,1761,320,5
14774,1264,119,2
14775,866,191,2
14776,1904,222,2
14777,614,428,4
14778,1357,180,3
14779,325,234,5
14780,1855,208,5
14781,1152,77,4
14782,1249,173,5
14783,1741,484,5
14784,792,422,5
14785,1414,24,3
14786,644,277,2
14787,1666,491,1
14788,732,39,3
14789,1613,108,2
14790,660,52,5
14791,1676,234,4
14792,1888,292,5
14793,1710,45,1
14794,271,379,2
14795,521,357,2
14796,1770,306,4
14797,793,264,5
14798,1595,451,1
14799,414,343,5
14800,253,97,5
14801,1727,110,4
14802,1223,203,4
14803,1122,374,5
14804,634,8,1
14805,1159,478,5
14806,1712,462,3
14807,1618,237,5
14808,777,495,3
14809,357,156,3
14810,1746,487,1
14811,432,479,4
14812,1307,119,4
14813,1826,295,2
14814,1547,450,1
14815,1116,96,1
14816,7,165,3
14817,1240,417,4
14818,564,38,4
14819,1154,389,2
14820,1893,4,5
14821,730,433,5
14822,1913,328,1
14823,1878,150,5
14824,1062,436,2
14825,1434,417,4
14826,259,174,2
14827,392,364,5
14828,1268,400,5
14829,1742,13,4
14830,1818,378,1
14831,1215,129,1
14832,3,180,4
14833,637,141,3
14834,510,288,5
14835,680,128,1
14836,1791,345,3
14837,1072,190,1
14838,1912,398,5
14839,1619,89,5
14840,1107,380,1
14841,1783,23,1
14842,960,239,2
14843,1773,184,3
14844,202,10,3
14845,1582,251,1
14846,893,471,5
14847,319,395,5
14848,510,147,3
14849,1674,183,5
14850,1575,471,2
14851,239,284,1
14852,1398,239,5
14853,1772,119,5
14854,545,106,5
14855,578,487,1
14856,1189,117,2
14857,1311,440,3
14858,473,210,4
14859,1863,429,1
14860,1254,327,5
14861,691,447,4
14862,1,99,5
14863,324,392,1
14864,1401,355,3
14865,302,245,3
14866,281,152,3
14867,1730,308,5
14868,1959,107,3
14869,336,217,1
14870,1047,147,1
14871,1128,393,2
14872,1810,5,5
14873,1449,440,5
14874,701,439,4
14875,306,42,3
14876,666,289,3
14877,251,294,2
14878,1823,415,1
14879,1931,338,2
14880,865,461,1
14881,1007,75,2
14882,987,232,3
14883,83,337,4
14884,1515,377,3
14885,190,371,3
14886,1849,363,4
14887,1409,71,4
14888,514,49,2
14889,1607,484,2
14890,386,451,1
14891,1314,230,5
14892,198,420,4
14893,1158,456,1
14894,1957,449,5
14895,1934,388,3
14896,1893,9,5
14897,833,269,3
14898,1042,193,3
14899,370,101,4
14900,633,198,5
14901,290,267,5
14902,750,117,2
14903,574,134,3
14904,1942,301,1
14905,1717,447,2
14906,1050,36,3
14907,1409,489,1
14908,1709,289,2
14909,793,104,4
14910,252,304,4
14911,1490,482,3
14912,1740,387,4
14913,1668,50,1
14914,1596,432,1
14915,1399,187,5
14916,1269,419,3
14917,321,238,1
14918,1314,388,1
14919,347,332,4
14920,334,301,3
14921,1695,145,5
14922,523,413,3
14923,1587,155,2
14924,1323,415,2
14925,970,480,1
14926,817,71,1
14927,1039,337,3
14928,1680,321,3
14929,1264,463,2
14930,621,256,1
14931,1113,122,4
14932,693,73,5
14933,724,18,3
14934,17,243,2
14935,1831,109,1
14936,1213,81,2
14937,630,323,4
14938,1987,189,5
14939,156,496,4
14940,907,312,5
14941,1906,183,1
14942,306,287,4
14943,261,448,3
14944,863,99,1
14945,284,117,2
14946,1113,300,3
14947,1349,337,1
14948,867,383,3
14949,889,324,1
14950,1117,12,5
14951,451,162,4
14952,582,177,4
14953,1532,430,4
14954,726,461,1
14955,625,461,3
14956,730,16,5
14957,1077,385,1
14958,1689,217,4
14959,1201,93,3
14960,1398,210,3
14961,1426,451,5
14962,1073,411,3
14963,1632,80,2
14964,52,254,5
14965,221,378,3
14966,1207,476,2
14967,799,491,2
14968,1971,450,4
14969,778,301,5
14970,1204,153,4
14971,676,383,5
14972,1187,57,4
14973,1602,323,2
14974,1709,18,4
14975,113,481,2
14976,1600,498,5
14977,662,362,2
14978,581,118,2
14979,1970,361,4
14980,1947,2,2
14981,1150,400,3
14982,1607,467,3
14983,255,437,1
14984,866,246,2
14985,170,332,1
14986,1884,260,2
14987,1699,483,2
14988,1523,53,3
14989,1715,210,2
14990,148,355,4
14991,702,413,3
14992,985,274,2
14993,595,496,3
14994,478,494,2
14995,1100,126,2
14996,1725,390,1
14997,1815,421,2
14998,1886,466,1
14999,1087,250,4
15000,310,168,3
15001,1955,122,4
15002,24,290,2
15003,253,311,1
15004,881,191,4
15005,1626,400,4
15006,1827,8,5
15007,567,332,4
15008,1743,177,2
15009,1435,480,3
15010,259,290,3
15011,1308,156,3
15012,369,461,1
15013,1534,40,1
15014,1529,125,3
15015,1655,116,1
15016,399,297,4
15017,1857,47,1
15018,308,156,4
15019,1591,341,5
15020,1288,148,4
15021,487,205,2
15022,1077,499,2
15023,421,212,5
15024,882,387,1
15025,815,375,2
15026,844,359,2
15027,1893,336,4
15028,1050,164,4
15029,118,404,4
15030,516,43,4
15031,883,205,5
15032,76,273,2
15033,1200,160,3
15034,711,195,1
15035,386,297,4
15036,1969,362,1
15037,279,392,2
15038,863,16,5
15039,1579,276,1
15040,1652,413,1
15041,1227,353,2
15042,1966,155,5
15043,752,19,5
15044,1376,418,4
15045,572,467,3
15046,1414,265,2
15047,1528,290,2
15048,1926,221,3
15049,1856,35,2
15050,1198,499,5
15051,1335,202,3
15052,1580,100,5
15053,693,38,4
15054,508,240,2
15055,649,487,5
15056,18,64,1
15057,458,496,1
15058,333,179,1
15059,1432,195,2
15060,23,258,5
15061,1383,75,4
15062,1888,279,3
15063,437,27,2
15064,1864,441,2
15065,510,53,2
15066,496,379,5
15067,588,131,3
15068,1648,381,3
15069,1711,489,2
15070,1720,142,5
15071,1751,187,3
15072,1654,404,5
15073,461,43,2
15074,1725,278,4
15075,286,72,5
15076,1819,324,4
15077,2,146,2
15078,1670,164,2
15079,97,394,1
15080,725,275,1
15081,218,111,5
15082,1866,190,1
15083,1550,29,1
15084,489,10,4
15085,579,458,3
15086,1342,94,2
15087,1798,307,2
15088,857,8,5
15089,1556,237,3
15090,54,439,5
15091,1950,201,2
15092,1700,69,4
15093,620,262,4
15094,1718,441,2
15095,967,177,2
15096,1070,141,2
15097,1611,206,2
15098,1071,279,2
15099,401,370,4
15100,94,270,2
15101,1838,348,5
15102,1391,496,3
15103,838,207,5
15104,102,442,2
15105,448,265,2
15106,1930,282,3
15107,878,403,2
15108,1727,279,2
15109,1067,494,4
15110,1451,122,5
15111,104,327,3
15112,988,453,1
15113,874,285,2
15114,1524,295,5
15115,322,489,2
15116,54,34,2
15117,429,86,2
15118,162,195,4
15119,323,478,2
15120,1439,92,3
15121,1462,238,3
15122,513,415,2
15123,1572,426,3
15124,1354,64,5
15125,740,293,5
15126,16,465,5
15127,107,401,1
15128,353,496,5
15129,545,371,3
15130,218,19,2
15131,1377,484,2
15132,958,198,4
15133,1324,295,4
15134,563,75,1
15135,99,237,5
15136,1024,237,5
15137,66,480,3
15138,695,323,3
15139,581,222,4
15140,804,242,5
15141,836,321,4
15142,1967,177,2
15143,499,431,2
15144,566,312,5
15145,1289,78,2
15146,551,119,3
15147,1383,446,2
15148,675,337,5
15149,906,142,3
15150,1988,271,3
15151,4,490,1
15152,1448,494,1
15153,1229,90,3
15154,102,138,3
15155,1522,82,4
15156,870,106,2
15157,1784,464,2
15158,1746,258,2
15159,1658,298,4
15160,1497,407,5
15161,932,228,4
15162,1147,67,1
15163,1766,27,4
15164,174,385,1
15165,1156,279,3
15166,1468,178,2
15167,60,188,5
15168,243,212,5
15169,130,155,2
15170,1839,277,2
15171,1029,437,1
15172,1722,428,1
15173,479,274,5
15174,1728,5,2
15175,767,13,1
15176,1878,77,5
15177,1958,489,1
15178,1640,466,5
15179,1327,222,3
15180,1851,313,4
15181,944,214,5
15182,124,216,5
15183,251,133,3
15184,936,95,5
15185,1265,24,5
15186,407,25,5
15187,58,302,1
15188,1623,323,5
15189,1786,42,4
15190,278,447,5
15191,1965,472,5
15192,645,204,4
15193,1909,113,3
15194,956,106,3
15195,509,485,1
15196,870,355,5
15197,1042,456,1
15198,750,257,4
15199,1201,318,3
15200,599,343,5
15201,83,486,2
15202,915,403,4
15203,1556,347,5
15204,863,183,1
15205,418,277,1
15206,449,252,5
15207,1962,51,4
15208,1036,184,5
15209,1932,159,3
15210,1016,313,1
15211,906,277,3
15212,1688,134,1
15213,740,146,2
15214,744,298,5
15215,483,448,1
15216,1273,29,1
15217,1870,26,4
15218,577,445,3
15219,330,390,3
15220,1687,497,5
15221,751,300,1
15222,1127,45,4
15223,1700,147,1
15224,273,407,5
15225,22,330,4
15226,777,169,3
15227,1262,270,2
15228,870,362,5
15229,1767,464,5
15230,151,380,2
15231,1338,75,5
15232,1248,231,4
15233,1256,489,2
15234,1313,58,1
15235,149,7,2
15236,682,164,5
15237,749,99,2
15238,1781,314,4
15239,1435,208,4
15240,723,88,5
15241,1599,257,3
15242,1249,221,4
15243,435,251,3
15244,632,132,2
15245,1360,144,5
15246,706,182,3
15247,1015,445,4
15248,255,408,1
15249,794,237,5
15250,456,411,4
15251,1034,25,4
15252,1121,43,3
15253,840,258,2
15254,1862,455,2
15255,1316,471,3
15256,273,318,5
15257,910,49,5
15258,1649,13,1
15259,1589,68,2
15260,298,73,4
15261,26,27,4
15262,1193,408,2
15263,1637,214,3
15264,307,119,4
15265,1228,376,4
15266,1228,362,1
15267,382,309,5
15268,1239,332,5
15269,1712,416,2
15270,1707,420,3
15271,1782,340,2
15272,1281,439,4
15273,1964,278,2
15274,819,467,4
15275,1111,368,5
15276,15,79,5
