,user_id,book_id
10867,1362,41
10868,290,318
10869,824,461
10870,1795,276
10871,780,93
10872,662,327
10873,1096,121
10874,1614,260
10875,1508,365
10876,954,361
10877,858,242
10878,453,135
10879,62,482
10880,858,295
10881,1760,329
10882,74,172
10883,186,286
10884,1001,376
10885,691,46
10886,1479,319
10887,1793,438
10888,1286,7
10889,112,347
10890,1342,288
10891,433,398
10892,833,73
10893,317,353
10894,1337,420
10895,1667,460
10896,320,127
10897,649,456
10898,795,234
10899,1567,28
10900,602,221
10901,651,4
10902,1140,391
10903,52,251
10904,445,5
10905,1244,34
10906,891,468
10907,169,279
10908,1295,371
10909,1148,217
10910,685,153
10911,1507,254
10912,1799,451
10913,633,186
10914,124,202
10915,1676,294
10916,1055,81
10917,797,184
10918,1552,7
10919,1114,115
10920,445,449
10921,506,29
10922,1873,39
10923,1860,367
10924,446,138
10925,1493,53
10926,719,31
10927,1508,174
10928,1179,497
10929,1046,247
10930,1116,91
10931,1679,99
10932,696,391
10933,568,186
10934,1406,304
10935,1847,446
10936,392,345
10937,289,345
10938,803,427
10939,1998,174
10940,444,111
10941,581,234
10942,749,269
10943,1438,137
10944,584,66
10945,1795,456
10946,69,136
10947,1361,381
10948,1711,121
10949,1027,198
10950,1776,175
10951,1349,240
10952,1535,469
10953,616,105
10954,1762,221
10955,574,176
10956,1340,97
10957,1967,69
10958,1206,185
10959,269,357
10960,27,395
10961,1775,100
10962,855,306
10963,4,463
10964,711,467
10965,1446,383
10966,1998,60
10967,1727,172
10968,813,446
10969,509,454
10970,1809,48
10971,696,326
10972,562,349
10973,1168,189
10974,1320,10
10975,1340,345
10976,1519,366
10977,850,52
10978,1898,231
10979,1430,36
10980,1688,358
10981,994,158
10982,1474,38
10983,818,108
10984,896,44
10985,598,230
10986,1908,54
10987,1570,221
10988,1134,488
10989,1373,467
10990,296,420
10991,1551,98
10992,345,149
10993,1450,278
10994,1896,361
10995,745,394
10996,1738,16
10997,1984,185
10998,405,428
10999,1049,197
11000,641,96
11001,561,317
11002,843,377
11003,1453,396
11004,1330,67
11005,296,172
11006,1161,136
11007,1083,432
11008,213,207
11009,675,442
11010,176,333
11011,1011,206
11012,801,158
11013,672,298
11014,833,328
11015,914,247
11016,608,168
11017,1369,365
11018,945,30
11019,933,190
11020,1637,101
11021,782,44
11022,1826,182
11023,1968,1
11024,310,92
11025,1142,136
11026,914,270
11027,199,407
11028,977,430
11029,1933,420
11030,1279,283
11031,878,357
11032,1249,333
11033,1281,176
11034,440,420
11035,1140,135
11036,550,136
11037,1791,492
11038,1553,276
11039,1657,34
11040,1212,334
11041,1341,390
11042,607,323
11043,505,341
11044,470,207
11045,1573,360
11046,574,364
11047,1730,48
11048,362,206
11049,632,384
11050,1890,37
11051,1038,44
11052,1238,377
11053,1440,172
11054,1021,34
11055,349,308
11056,578,229
11057,1202,320
11058,896,277
11059,1030,449
11060,429,259
11061,873,245
11062,1159,453
11063,1538,213
11064,797,295
11065,35,301
11066,137,261
11067,386,374
11068,496,70
11069,7,66
11070,7,295
11071,1644,88
11072,636,476
11073,115,434
11074,993,102
11075,1074,297
11076,1264,465
11077,1489,22
11078,1103,444
11079,366,214
11080,869,44
11081,941,3
11082,921,248
11083,951,112
11084,1231,165
11085,1368,186
11086,416,213
11087,1667,367
11088,297,180
11089,586,351
11090,1011,461
11091,1060,422
11092,1144,78
11093,1972,262
11094,1754,403
11095,1769,411
11096,1539,249
11097,301,244
11098,1446,481
11099,101,350
11100,1767,477
11101,1404,281
11102,1199,449
11103,358,477
11104,531,495
11105,188,163
11106,585,455
11107,120,200
11108,1757,46
11109,702,262
11110,16,126
11111,1429,494
11112,442,195
11113,1983,65
11114,1751,282
11115,186,48
11116,1626,282
11117,141,401
11118,824,261
11119,28,251
11120,1247,484
11121,932,298
11122,599,299
11123,1444,466
11124,1231,17
11125,394,50
11126,1682,248
11127,202,147
11128,1716,34
11129,1092,133
11130,1123,185
11131,1698,391
11132,547,383
11133,146,112
11134,1030,141
11135,1854,498
11136,1965,457
11137,6,393
11138,1247,50
11139,1945,479
11140,1396,262
11141,1840,238
11142,190,31
11143,993,242
11144,638,410
11145,430,215
11146,864,93
11147,1445,95
11148,166,437
11149,1986,51
11150,769,123
11151,1806,386
11152,1978,36
11153,1499,386
11154,428,327
11155,1002,411
11156,1830,435
11157,1336,408
11158,235,443
11159,830,110
11160,148,5
11161,632,258
11162,1066,184
11163,88,87
11164,1095,185
11165,487,232
11166,1425,354
11167,982,245
11168,1587,490
11169,1443,95
11170,1452,324
11171,267,175
11172,1908,328
11173,1780,120
11174,465,438
11175,843,460
11176,1230,472
11177,1319,209
11178,1439,50
11179,1394,172
11180,274,374
11181,1581,291
11182,224,384
11183,1959,170
11184,1225,91
11185,1025,351
11186,1404,122
11187,1124,85
11188,113,222
11189,52,235
11190,610,495
11191,862,470
11192,1261,168
11193,1260,375
11194,1686,433
11195,1383,44
11196,142,31
11197,907,312
11198,1089,424
11199,892,482
11200,1279,426
11201,1003,325
11202,1747,460
11203,1701,123
11204,1488,488
11205,224,175
11206,835,406
11207,450,11
11208,1607,452
11209,1455,57
11210,224,297
11211,1684,359
11212,604,225
11213,244,462
11214,516,406
11215,687,446
11216,1554,487
11217,961,67
11218,1512,444
11219,1350,373
11220,1547,145
11221,715,277
11222,1206,385
11223,1175,58
11224,1647,378
11225,1078,386
11226,840,225
11227,438,43
11228,241,144
11229,561,160
11230,581,477
11231,1414,86
11232,1207,460
11233,1820,88
11234,51,457
11235,1194,352
11236,1523,442
11237,1229,408
11238,1245,452
11239,45,101
11240,110,148
11241,1814,429
11242,1370,271
11243,497,382
11244,1626,291
11245,847,351
11246,732,266
11247,1725,199
11248,1599,84
11249,1937,49
11250,1330,20
11251,1202,128
11252,420,209
11253,1316,257
11254,1591,315
11255,744,97
11256,294,311
11257,515,216
11258,607,160
11259,1998,25
11260,1828,210
11261,1193,368
11262,928,472
11263,1909,419
11264,52,297
11265,657,312
11266,1220,168
11267,60,249
11268,1091,483
11269,1024,134
11270,333,479
11271,377,396
11272,1303,292
11273,1276,196
11274,252,18
11275,1926,65
11276,1268,186
11277,14,156
11278,241,440
11279,886,425
11280,1339,162
11281,1875,59
11282,1966,259
11283,1202,428
11284,493,110
11285,1057,383
11286,611,328
11287,1787,453
11288,1189,196
11289,1072,466
11290,1094,447
11291,116,82
11292,1728,188
11293,266,93
11294,1306,243
11295,1123,191
11296,1759,393
11297,1216,63
11298,381,478
11299,23,467
11300,575,461
11301,1977,244
11302,642,421
11303,1654,50
11304,1109,493
11305,1339,297
11306,954,106
11307,123,80
11308,1303,94
11309,243,368
11310,1149,341
11311,1822,195
11312,740,205
11313,46,350
11314,1806,426
11315,696,266
11316,1006,41
11317,1882,216
11318,1945,332
11319,843,103
11320,270,408
11321,430,441
11322,288,292
11323,1645,406
11324,1596,169
11325,1548,364
11326,780,216
11327,1524,355
11328,16,486
11329,1091,328
11330,1787,226
11331,677,497
11332,309,257
11333,870,292
11334,40,357
11335,1584,22
11336,1509,267
11337,1486,332
11338,727,408
11339,8,135
11340,446,71
11341,1100,284
11342,1091,308
11343,39,276
11344,740,130
11345,1792,158
11346,1023,383
11347,272,151
11348,697,444
11349,210,394
11350,1291,219
11351,1967,215
11352,366,15
11353,880,60
11354,991,365
11355,223,133
11356,49,266
11357,1485,307
11358,1276,499
11359,834,379
11360,1208,268
11361,708,182
11362,347,492
11363,1978,209
11364,408,291
11365,849,138
11366,1006,247
11367,1552,120
11368,543,77
11369,341,326
11370,696,166
11371,691,446
11372,1505,329
11373,721,232
11374,1119,380
11375,1655,151
11376,642,83
11377,1387,357
11378,1455,175
11379,1397,39
11380,1448,36
11381,1248,103
11382,652,114
11383,1864,21
11384,265,415
11385,530,131
11386,126,43
11387,974,471
11388,1501,173
11389,1518,144
11390,639,78
11391,318,312
11392,740,120
11393,737,204
11394,1758,480
11395,47,388
11396,626,176
11397,1418,257
11398,1682,186
11399,1875,19
11400,1447,469
11401,472,254
11402,1966,399
11403,1572,424
11404,536,276
11405,1708,374
11406,960,36
11407,208,328
11408,1854,316
11409,771,474
11410,302,175
11411,1792,497
11412,1881,162
11413,1178,292
11414,1025,157
11415,168,22
11416,578,278
11417,480,176
11418,666,116
11419,690,389
11420,1936,215
11421,765,486
11422,1501,219
11423,711,345
11424,1748,15
11425,900,155
11426,1666,153
11427,717,273
11428,241,231
11429,1443,207
11430,1045,343
11431,248,90
11432,1970,383
11433,1709,47
11434,512,58
11435,1930,366
11436,1592,70
11437,566,488
11438,983,24
11439,1913,189
11440,835,474
11441,1777,328
11442,1110,37
11443,54,61
11444,1669,344
11445,822,31
11446,486,438
11447,84,70
11448,1733,118
11449,1335,214
11450,301,220
11451,947,362
11452,606,358
11453,1142,224
11454,514,453
11455,509,41
11456,809,376
11457,1968,135
11458,1781,12
11459,1340,1
11460,1044,426
11461,1078,226
11462,1381,245
11463,201,102
11464,1550,304
11465,894,41
11466,798,407
11467,580,387
11468,919,391
11469,1496,201
11470,1836,408
11471,1697,270
11472,830,332
11473,1072,179
11474,610,246
11475,1599,473
11476,1648,478
11477,1390,174
11478,336,340
11479,1918,437
11480,618,23
11481,1613,471
11482,952,119
11483,823,169
11484,529,407
11485,696,290
11486,601,124
11487,1140,49
11488,1085,109
11489,1545,470
11490,1804,114
11491,1141,223
11492,126,300
11493,1971,348
11494,329,414
11495,44,293
11496,40,272
11497,1958,20
11498,467,303
11499,13,271
11500,1482,42
11501,73,340
11502,1418,160
11503,1127,203
11504,1403,161
11505,956,194
11506,1117,52
11507,1693,194
11508,944,184
11509,1939,1
11510,1815,258
11511,981,57
11512,240,424
11513,1728,101
11514,1395,163
11515,1320,419
11516,1838,271
11517,1289,446
11518,1883,297
11519,407,246
11520,454,275
11521,452,287
11522,865,159
11523,1054,157
11524,214,9
11525,771,260
11526,1776,64
11527,1227,1
11528,1697,86
11529,1170,384
11530,148,169
11531,1960,77
11532,436,319
11533,1969,125
11534,1069,359
11535,933,204
11536,1680,146
11537,1842,162
11538,859,297
11539,703,79
11540,448,149
11541,882,128
11542,581,477
11543,298,87
11544,1733,59
11545,39,164
11546,1434,68
11547,535,155
11548,380,374
11549,950,345
11550,1467,303
11551,1218,146
11552,62,495
11553,728,373
11554,866,95
11555,199,99
11556,518,105
11557,1566,481
11558,675,432
11559,605,475
11560,1002,262
11561,1968,495
11562,391,35
11563,568,316
11564,1417,184
11565,951,166
11566,1586,11
11567,171,196
11568,1686,342
11569,1392,419
11570,652,124
11571,359,83
11572,145,341
11573,1634,368
11574,825,372
11575,1695,306
11576,300,297
11577,168,446
11578,308,238
11579,1324,464
11580,56,54
11581,1338,458
11582,465,108
11583,1831,216
11584,414,271
11585,758,235
11586,897,462
11587,841,97
11588,1048,450
11589,1231,375
11590,1884,147
11591,40,412
11592,315,461
11593,391,325
11594,1676,277
11595,1555,228
11596,1307,488
11597,70,141
11598,805,286
11599,1535,347
11600,87,75
11601,1246,382
11602,408,256
11603,1214,95
11604,1338,370
11605,1505,129
11606,1666,477
11607,147,452
11608,898,365
11609,266,467
11610,558,357
11611,1665,76
11612,1895,248
11613,83,465
11614,393,106
11615,942,27
11616,492,75
11617,364,425
11618,810,494
11619,1016,383
11620,247,413
11621,1765,4
11622,1426,255
11623,1091,125
11624,1200,251
11625,313,493
11626,1482,20
11627,1169,20
11628,1598,120
11629,1020,169
11630,32,410
11631,245,348
11632,1562,469
11633,1248,35
11634,1656,43
11635,535,411
11636,523,290
11637,756,292
11638,213,312
11639,630,119
11640,1517,364
11641,1304,11
11642,29,112
11643,1778,221
11644,397,479
11645,1796,476
11646,1027,303
11647,487,191
11648,633,114
11649,1405,152
11650,192,236
11651,184,100
11652,84,189
11653,6,116
11654,1483,43
11655,1405,92
11656,1327,419
11657,1863,393
11658,1393,338
11659,1198,330
11660,428,324
11661,1810,335
11662,66,401
11663,1404,107
11664,1220,347
11665,1446,470
11666,1965,377
11667,977,184
11668,1482,160
11669,1137,95
11670,1637,298
11671,1231,138
11672,621,181
11673,229,286
11674,1737,261
11675,1870,194
11676,955,81
11677,1915,69
11678,1552,8
11679,261,319
11680,556,34
11681,1581,195
11682,1448,394
11683,955,165
11684,1138,327
11685,1995,88
11686,1889,186
11687,1533,139
11688,958,409
11689,1744,402
11690,35,227
11691,1726,36
11692,1622,161
11693,1425,369
11694,1350,34
11695,216,144
11696,1844,336
11697,1446,397
11698,1226,441
11699,1762,92
11700,99,389
11701,640,485
11702,1130,204
11703,1808,237
11704,370,373
11705,1393,100
11706,964,235
11707,1352,17
11708,872,146
11709,1286,373
11710,378,335
11711,1223,172
11712,1058,240
11713,330,275
11714,151,424
11715,924,135
11716,526,171
11717,1211,469
11718,803,236
11719,87,57
11720,1348,350
11721,918,41
11722,1655,349
11723,1692,30
11724,857,385
11725,1064,286
11726,252,264
11727,1142,38
11728,1420,362
11729,682,251
11730,713,265
11731,1975,94
11732,1668,142
11733,1910,434
11734,1197,222
11735,1892,317
11736,584,123
11737,327,171
11738,978,233
11739,1323,402
11740,391,379
11741,1346,310
11742,185,274
11743,1013,247
11744,497,322
11745,36,334
11746,282,261
11747,1284,216
11748,912,327
11749,1080,77
11750,488,50
11751,113,288
11752,1444,418
11753,864,478
11754,1043,59
11755,198,447
11756,1649,489
11757,710,87
11758,1229,168
11759,947,267
11760,1412,116
11761,1040,4
11762,1506,299
11763,842,236
11764,969,307
11765,1180,295
11766,1062,300
11767,1396,220
11768,772,109
11769,924,172
11770,124,38
11771,98,178
11772,1662,35
11773,353,77
11774,1711,6
11775,15,251
11776,1744,281
11777,897,431
11778,241,95
11779,410,276
11780,1992,491
11781,1882,115
11782,1927,407
11783,1802,190
11784,1564,84
11785,1743,307
11786,1511,390
11787,1309,469
11788,1959,242
11789,950,173
11790,1760,366
11791,1566,397
11792,646,279
11793,1363,391
11794,980,85
11795,480,463
11796,435,415
11797,1858,57
11798,1227,441
11799,886,449
11800,1063,299
11801,1405,326
11802,487,143
11803,1109,441
11804,1460,463
11805,1796,33
11806,31,418
11807,958,228
11808,1348,430
11809,1411,61
11810,1446,146
11811,470,437
11812,604,168
11813,257,81
11814,687,161
11815,900,42
11816,746,370
11817,322,48
11818,819,340
11819,279,255
11820,968,368
11821,82,332
11822,1297,29
11823,964,271
11824,1536,409
11825,433,483
11826,1730,158
11827,1370,73
11828,493,209
11829,1882,341
11830,743,351
11831,982,62
11832,1037,14
11833,972,89
11834,1215,291
11835,1920,210
11836,1146,474
11837,1649,107
11838,857,167
11839,223,269
11840,1232,421
11841,352,436
11842,1235,213
11843,1918,459
11844,1239,356
11845,794,186
11846,18,337
11847,1225,492
11848,1000,388
11849,1954,494
11850,4,97
11851,1264,117
11852,1200,259
11853,1817,134
11854,532,324
11855,1306,389
11856,1589,266
11857,1901,248
11858,1294,6
11859,204,199
11860,868,419
11861,1419,159
11862,1655,214
11863,1777,328
11864,33,172
11865,313,141
11866,1060,480
11867,855,372
11868,1793,413
11869,1235,374
11870,1716,247
11871,1136,289
11872,1038,10
11873,1990,239
11874,1176,370
11875,877,408
11876,1767,194
11877,298,352
11878,242,111
11879,1553,12
11880,576,31
11881,1551,216
11882,1214,24
11883,798,194
11884,1755,263
11885,257,471
11886,754,392
11887,662,392
11888,1954,108
11889,1032,375
11890,590,297
11891,1361,142
11892,337,407
11893,1281,63
11894,1977,359
11895,1953,494
11896,967,297
11897,1523,45
11898,1412,333
11899,206,45
11900,898,100
11901,688,263
11902,928,189
11903,1357,143
11904,929,462
11905,1787,51
11906,614,186
11907,937,79
11908,1459,319
11909,1802,30
11910,1245,375
11911,1428,334
11912,295,14
11913,298,463
11914,72,337
11915,210,145
11916,663,260
11917,1766,221
11918,1726,261
11919,1692,373
11920,1755,117
11921,1570,156
11922,888,89
11923,1519,140
11924,1529,2
11925,679,475
11926,262,31
11927,1610,370
11928,201,84
11929,1016,400
11930,145,57
11931,1125,113
11932,373,113
11933,1179,69
11934,1478,7
11935,1080,49
11936,91,320
11937,1358,452
11938,948,217
11939,253,72
11940,15,256
11941,656,360
11942,614,342
11943,1889,40
11944,391,106
11945,1446,319
11946,1789,202
11947,1388,88
11948,767,327
11949,723,361
11950,1967,367
11951,683,110
11952,1050,354
11953,1779,25
11954,1564,337
11955,1745,89
11956,214,373
11957,1746,288
11958,691,38
11959,59,492
11960,1989,182
11961,708,153
11962,250,393
11963,51,381
11964,1209,350
11965,833,5
11966,25,161
11967,171,371
11968,1490,191
11969,1944,380
11970,255,323
11971,1942,405
11972,404,86
11973,707,410
11974,1262,196
11975,921,236
11976,1473,94
11977,1957,30
11978,793,149
11979,662,240
11980,1670,26
11981,1299,375
11982,867,286
11983,1830,117
11984,368,203
11985,1443,369
11986,881,404
11987,911,214
11988,1452,71
11989,1374,434
11990,1164,433
11991,1639,249
11992,1229,399
11993,849,217
11994,1380,486
11995,827,360
11996,696,56
11997,817,56
11998,550,7
11999,162,83
12000,546,460
12001,1976,242
12002,1057,30
12003,1760,185
12004,1845,237
12005,782,129
12006,637,315
12007,152,395
12008,588,238
12009,1076,478
12010,416,82
12011,855,237
12012,38,254
12013,70,209
12014,571,349
12015,395,195
12016,428,240
12017,1710,73
12018,1974,338
12019,1533,465
12020,1093,66
12021,687,137
12022,1603,414
12023,281,122
12024,1963,18
12025,378,248
12026,549,81
12027,1979,363
12028,1799,465
12029,411,462
12030,1842,26
12031,1485,394
12032,1617,320
12033,323,364
12034,1890,150
12035,554,457
12036,1652,299
12037,1642,109
12038,128,317
12039,1562,370
12040,775,474
12041,250,84
12042,693,40
12043,1442,70
12044,947,152
12045,378,104
12046,749,22
12047,1315,446
12048,202,424
12049,920,161
12050,1586,391
12051,293,440
12052,1647,327
12053,816,361
12054,1809,116
12055,1526,84
12056,1283,413
12057,797,412
12058,738,370
12059,1791,461
12060,1267,234
12061,574,159
12062,1667,355
12063,1423,261
12064,1138,353
12065,399,439
12066,920,81
12067,104,80
12068,1778,90
12069,55,143
12070,1520,232
12071,1725,293
12072,1707,347
12073,1511,170
12074,371,25
12075,1733,214
12076,1179,418
12077,251,354
12078,1262,112
12079,307,288
12080,159,467
12081,650,205
12082,1201,76
12083,457,307
12084,1484,178
12085,905,298
12086,1078,302
12087,818,236
12088,1975,135
12089,305,12
12090,1681,382
12091,1297,200
12092,150,189
12093,94,115
12094,1399,297
12095,24,86
12096,177,3
12097,429,344
12098,1601,56
12099,86,334
12100,462,398
12101,873,59
12102,236,81
12103,1122,202
12104,532,434
12105,1752,489
12106,474,128
12107,1863,378
12108,630,199
12109,1475,307
12110,845,401
12111,540,271
12112,1566,430
12113,1239,389
12114,1056,172
12115,204,421
12116,857,233
12117,1615,348
12118,737,18
12119,1426,263
12120,1381,61
12121,87,256
12122,1649,241
12123,1539,33
12124,769,285
12125,1477,185
12126,1915,267
12127,1361,252
12128,1412,221
12129,934,459
12130,262,194
12131,1374,408
12132,1808,240
12133,743,367
12134,434,331
12135,585,223
12136,681,182
12137,1651,381
12138,1114,186
12139,376,307
12140,1920,405
12141,1364,343
12142,104,226
12143,221,103
12144,1109,496
12145,100,411
12146,1821,322
12147,867,336
12148,1792,47
12149,1198,319
12150,787,438
12151,1098,231
12152,1461,269
12153,456,195
12154,116,48
12155,566,339
12156,1479,244
12157,389,265
12158,57,193
12159,997,176
12160,1052,5
12161,792,417
12162,1478,156
12163,682,488
12164,1143,133
12165,776,52
12166,1568,350
12167,193,451
12168,895,499
12169,1795,338
12170,999,129
12171,96,461
12172,1470,391
12173,492,212
12174,230,202
12175,365,20
12176,941,404
12177,539,427
12178,1984,326
12179,682,319
12180,1890,295
12181,353,409
12182,700,280
12183,1050,120
12184,1515,399
12185,1017,183
12186,1571,180
12187,545,388
12188,1564,466
12189,546,173
12190,1714,378
12191,680,301
12192,13,444
12193,630,152
12194,304,7
12195,845,75
12196,100,362
12197,772,128
12198,1864,264
12199,597,419
12200,1757,303
12201,1332,147
12202,1224,250
12203,1501,19
12204,1028,499
12205,1463,20
12206,448,317
12207,1283,238
12208,1420,66
12209,1806,25
12210,683,292
12211,1928,303
12212,1386,28
12213,1002,261
12214,718,186
12215,1234,427
12216,533,71
12217,366,30
12218,1723,38
12219,280,206
12220,391,214
12221,574,279
12222,223,436
12223,1595,111
12224,1613,6
12225,1140,297
12226,1415,341
12227,765,271
12228,1831,171
12229,1749,113
12230,652,417
12231,430,122
12232,746,293
12233,347,40
12234,735,315
12235,1771,480
12236,1078,446
12237,1305,225
12238,882,186
12239,685,249
12240,868,100
12241,1833,22
12242,26,471
12243,158,364
12244,609,338
12245,1035,52
12246,1000,378
12247,706,490
12248,80,98
12249,1378,101
12250,331,483
12251,1214,68
12252,1186,102
12253,1484,277
12254,375,340
12255,1466,13
12256,339,79
12257,1138,221
12258,1523,335
12259,1332,92
12260,1345,366
12261,196,362
12262,758,406
12263,1672,164
12264,913,100
12265,1961,365
12266,1008,178
12267,712,388
12268,1614,217
12269,195,96
12270,784,394
12271,322,36
12272,1029,484
12273,1142,269
12274,1987,40
12275,642,489
12276,1313,71
12277,1902,461
12278,1326,36
12279,155,5
12280,424,420
12281,1120,418
12282,36,105
12283,1795,128
12284,1088,144
12285,501,233
12286,842,121
12287,1582,392
12288,351,170
12289,57,469
12290,1976,149
12291,983,236
12292,176,3
12293,416,180
12294,1111,328
12295,1969,175
12296,702,389
12297,800,66
12298,568,177
12299,277,343
12300,141,139
12301,159,116
12302,1898,380
12303,1992,449
12304,452,235
12305,713,210
12306,810,83
12307,774,156
12308,1624,331
12309,1724,228
12310,997,465
12311,1812,485
12312,505,308
12313,1913,258
12314,733,73
12315,1498,8
12316,1142,171
12317,1634,254
12318,1777,420
12319,1464,400
12320,1808,297
12321,21,299
12322,1778,317
12323,526,289
12324,525,394
12325,464,158
12326,1870,57
12327,1013,105
12328,200,481
12329,1152,373
12330,481,239
12331,430,123
12332,1499,79
12333,125,309
12334,502,235
12335,1260,481
12336,900,292
12337,791,58
12338,920,140
12339,987,108
12340,474,323
12341,1659,204
12342,696,439
12343,1355,136
12344,1244,493
12345,1344,394
12346,787,440
12347,339,185
12348,435,103
12349,1076,56
12350,478,330
12351,1327,405
12352,909,18
12353,1801,295
12354,962,168
12355,716,117
12356,700,100
12357,1212,163
12358,164,484
12359,1157,243
12360,1423,131
12361,1216,111
12362,1191,416
12363,1040,467
12364,1667,108
12365,1409,60
12366,1923,396
12367,271,305
12368,535,17
12369,1259,180
12370,1026,171
12371,1828,134
12372,1983,336
12373,1591,156
12374,1617,220
12375,1781,486
12376,878,383
12377,1268,409
12378,1312,409
12379,929,173
12380,1354,493
12381,1653,153
12382,1521,101
12383,1795,186
12384,951,386
12385,1592,367
12386,121,140
12387,1251,228
12388,179,196
12389,1211,116
12390,1153,249
12391,1296,369
12392,393,327
12393,1994,291
12394,338,178
12395,280,447
12396,213,197
12397,1609,430
12398,820,33
12399,1249,108
12400,1634,126
12401,409,487
12402,1500,238
12403,1293,96
12404,832,459
12405,1617,458
12406,1461,23
12407,970,144
12408,1912,125
12409,1868,255
12410,885,398
12411,1748,149
12412,522,14
12413,251,232
12414,1503,64
12415,1371,441
12416,18,461
12417,1954,269
12418,1061,158
12419,1574,387
12420,1357,337
12421,899,124
12422,1783,116
12423,1460,264
12424,1188,297
12425,1677,65
12426,797,458
12427,1541,370
12428,68,410
12429,1544,216
12430,1448,418
12431,132,229
12432,315,48
12433,898,383
12434,1903,137
12435,1902,270
12436,523,101
12437,1661,251
12438,1972,79
12439,69,249
12440,410,489
12441,84,348
12442,782,367
12443,1316,32
12444,1185,174
12445,1679,477
12446,812,449
12447,1730,321
12448,1936,91
12449,1663,317
12450,159,411
12451,1762,257
12452,1576,412
12453,1758,20
12454,1509,450
12455,1877,167
12456,1912,198
12457,721,54
12458,514,126
12459,340,41
12460,1730,204
12461,1556,448
12462,643,377
12463,690,187
12464,1744,263
12465,972,286
12466,51,7
12467,955,28
12468,368,227
12469,687,110
12470,6,495
12471,760,55
12472,256,160
12473,1185,357
12474,341,197
12475,689,390
12476,541,334
12477,1111,320
12478,482,10
12479,1352,119
12480,1280,446
12481,924,103
12482,824,102
12483,1850,48
12484,22,185
12485,841,490
12486,1282,428
12487,1469,215
12488,1378,27
12489,1184,29
12490,808,468
12491,1351,360
12492,1667,328
12493,993,409
12494,1423,292
12495,934,405
12496,45,50
12497,1755,420
12498,1013,57
12499,510,399
12500,529,462
12501,157,178
12502,651,398
12503,779,261
12504,683,495
12505,29,55
12506,1501,186
12507,709,395
12508,1785,66
12509,147,88
12510,1006,452
12511,1033,371
12512,1594,245
12513,1240,452
12514,1257,315
12515,422,364
12516,973,313
12517,692,411
12518,503,10
12519,55,9
12520,172,133
12521,382,23
12522,848,149
12523,1223,127
12524,325,344
12525,1432,60
12526,282,9
12527,361,39
12528,547,363
12529,1387,459
12530,882,404
12531,445,7
12532,833,231
12533,1061,433
12534,522,251
12535,339,99
12536,1579,406
12537,1996,218
12538,94,305
12539,763,6
12540,1140,306
12541,769,135
12542,382,134
12543,256,452
12544,1442,185
12545,1731,423
12546,954,289
12547,1056,483
12548,1992,291
12549,582,388
12550,840,313
12551,869,461
12552,1066,241
12553,644,379
12554,573,257
12555,1,224
12556,1443,216
12557,1411,291
12558,1038,386
12559,1483,408
12560,826,83
12561,1987,154
12562,604,495
12563,873,132
12564,722,24
12565,1129,466
12566,1982,418
12567,224,64
12568,569,410
12569,1853,33
12570,1057,373
12571,1172,124
12572,1973,125
12573,1031,413
12574,1996,340
12575,559,314
12576,825,128
12577,1826,260
12578,873,406
12579,224,354
12580,369,168
12581,819,293
12582,1633,169
12583,1297,133
12584,857,158
12585,1657,203
12586,178,265
12587,1646,386
12588,674,364
12589,1367,28
12590,988,238
12591,1419,111
12592,55,400
12593,154,375
12594,157,331
12595,740,394
12596,874,2
12597,1341,401
12598,68,442
12599,753,62
12600,671,160
12601,510,360
12602,494,123
12603,358,318
12604,95,438
12605,1868,43
12606,1128,158
12607,1550,375
12608,315,83
12609,1840,34
12610,1473,348
12611,1240,137
12612,1746,285
12613,1404,96
12614,1088,236
12615,823,185
12616,1886,105
12617,1061,131
12618,1335,163
12619,1843,226
12620,241,449
12621,609,4
12622,603,60
12623,244,431
12624,1320,458
12625,705,363
12626,1283,277
12627,1643,92
12628,1523,231
12629,1181,388
12630,1846,217
12631,63,343
12632,814,282
12633,238,90
12634,945,67
12635,886,417
12636,706,92
12637,1932,445
12638,507,87
12639,1721,169
12640,1429,218
12641,1731,295
12642,286,155
12643,1399,9
12644,242,186
12645,680,224
12646,377,431
12647,858,65
12648,1441,76
12649,1454,413
12650,1092,278
12651,505,86
12652,806,309
12653,1195,258
12654,836,68
12655,1511,134
12656,1842,92
12657,382,488
12658,1602,477
12659,1637,380
12660,741,486
12661,1605,57
12662,357,423
12663,883,7
12664,525,469
12665,1805,89
12666,1245,386
12667,1610,22
12668,5,484
12669,24,345
12670,1800,143
12671,1415,173
12672,902,355
12673,488,244
12674,1806,117
12675,1966,288
12676,853,172
12677,209,50
12678,515,319
12679,446,299
12680,999,283
12681,1597,477
12682,994,10
12683,463,382
12684,732,221
12685,1647,175
12686,1877,58
12687,1845,95
12688,1417,329
12689,101,481
12690,1367,246
12691,484,158
12692,1915,346
12693,783,428
12694,699,136
12695,398,55
12696,1773,125
12697,566,489
12698,1654,235
12699,70,395
12700,131,372
12701,323,41
12702,1786,128
12703,1931,214
12704,606,418
12705,1457,308
12706,1619,152
12707,1429,426
12708,327,399
12709,962,70
12710,833,73
12711,996,76
12712,1074,213
12713,1482,182
12714,31,88
12715,1664,491
12716,1885,320
12717,1073,232
12718,327,128
12719,283,497
12720,94,45
12721,1508,14
12722,516,123
12723,1933,135
12724,737,391
12725,1824,280
12726,1189,53
12727,684,122
12728,569,89
12729,1673,427
12730,643,27
